,GSM5444463,GSM5444460,GSM5444461,GSM5444462,GSM5444464,GSM5444465,GSM5444448,GSM5444449,GSM5444450,GSM5444451,GSM5444452,GSM5444453,GSM5444454,GSM5444455,GSM5444456,GSM5444457,GSM5444458,GSM5444459
ENSG00000145819.18,24,24,17,18,49,41,94,184,98,142,162,2,101,127,124,192,25,7
ENSG00000226272.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0
ENSG00000285366.1,0,1,0,0,5,1,0,8,1,15,4,0,6,0,0,16,0,0
ENSG00000230789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000113580.15,141,117,134,130,141,168,133,88,139,113,98,12,112,200,76,356,30,20
ENSG00000231579.3,48,76,97,74,58,150,59,59,88,91,93,13,16,0,0,12,1,0
ENSG00000279679.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279130.1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0
ENSG00000249429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251205.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000253023.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249881.1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000266478.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225869.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158497.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239390.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145817.17,292,552,478,538,661,570,559,863,700,810,663,0,165,374,222,504,59,0
ENSG00000183775.11,0,1,2,0,0,6,6,1,0,3,3,2,0,0,0,3,0,0
ENSG00000249605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285605.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000250972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213488.4,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0
ENSG00000201423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251031.2,2,1,0,0,1,6,0,0,0,0,0,15,1,0,2,0,0,13
ENSG00000249229.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215325.4,17,17,40,17,17,22,12,28,26,39,27,15,3,1,2,8,1,13
ENSG00000250842.1,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248125.2,3,7,0,5,19,12,2,0,3,2,5,0,0,0,0,0,0,0
ENSG00000186314.11,69,83,220,92,70,157,101,106,92,97,78,0,27,126,63,140,9,0
ENSG00000249363.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000204928.2,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
ENSG00000156463.18,356,309,301,249,340,307,168,249,168,223,115,0,25,3,13,66,14,0
ENSG00000248493.1,2,0,0,0,0,4,0,9,1,1,0,0,1,0,0,0,0,0
ENSG00000173261.9,69,59,64,55,165,88,55,64,21,34,27,0,0,0,0,14,2,0
ENSG00000251556.1,4,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000133706.18,931,1350,1419,1332,1477,1537,1809,1597,1412,1657,1206,21,515,1520,918,1795,184,17
ENSG00000239602.1,0,0,0,0,3,0,0,2,1,3,1,0,0,0,0,7,4,0
ENSG00000239317.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000275740.1,245,353,320,348,305,426,467,561,405,504,380,95,187,641,414,1024,144,44
ENSG00000091009.8,374,545,520,569,571,625,759,843,702,757,619,119,234,793,624,1278,164,44
ENSG00000238374.1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250025.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000091010.6,0,3,0,8,6,2,0,10,0,1,0,0,0,0,0,0,0,0
ENSG00000271724.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113649.11,843,909,951,1025,1367,1197,1709,1935,1483,1811,1475,128,598,2405,1404,2549,312,109
ENSG00000277568.1,1,9,3,7,8,1,20,5,11,4,4,0,0,0,0,19,0,0
ENSG00000173250.2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
ENSG00000250407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156475.18,4,3,0,0,3,4,0,9,0,0,0,0,4,0,0,2,0,0
ENSG00000280646.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241291.3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248568.1,1,2,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0
ENSG00000249553.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286468.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250343.1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000169302.16,3,11,0,14,6,11,1,13,18,3,5,0,0,0,0,0,3,0
ENSG00000113657.13,374,594,883,657,889,662,161,199,169,193,309,67,159,317,829,662,61,13
ENSG00000272239.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280780.2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176049.16,12,22,16,12,25,24,5,3,2,3,2,0,0,0,0,9,0,0
ENSG00000287630.1,0,0,0,0,0,0,0,8,4,5,5,0,0,0,0,0,0,0
ENSG00000164266.10,7,0,0,5,0,4,0,10,2,17,0,0,0,0,0,2,0,0
ENSG00000249518.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164265.9,116,23,28,65,41,95,5,19,11,11,6,0,0,0,0,6,0,0
ENSG00000178776.5,189,640,554,474,420,517,17,32,14,32,7,0,5,0,0,4,0,0
ENSG00000248362.1,0,8,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000251320.1,18,9,32,14,14,9,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250346.1,2,1,8,5,4,1,1,2,2,5,0,0,0,4,0,4,1,0
ENSG00000133710.15,1048,36,34,35,69,83,29,20,9,31,29,0,0,27,0,0,3,0
ENSG00000247199.5,44,21,0,6,20,21,21,15,29,18,17,0,0,19,0,8,3,0
ENSG00000196800.6,0,0,0,6,0,0,0,0,2,1,8,0,0,0,0,0,0,0
ENSG00000178172.7,10,4,8,0,0,12,0,0,0,1,0,0,0,0,0,6,0,0
ENSG00000249503.1,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,0
ENSG00000248109.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000214510.10,11,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000249834.3,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000145879.11,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204909.8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000283653.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145868.16,150,169,203,154,245,208,363,446,449,455,405,45,143,288,315,242,53,27
ENSG00000274799.1,0,7,2,10,11,4,1,3,8,6,4,0,4,46,50,17,7,1
ENSG00000251330.3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000164270.17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253297.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169252.5,19,52,25,32,51,32,10,14,21,23,7,0,5,0,55,9,0,0
ENSG00000169247.13,135,88,162,146,120,147,5,1,11,30,13,0,0,0,0,34,6,0
ENSG00000272411.1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000251842.1,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000207714.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250072.6,19,26,1,4,0,24,0,3,10,18,0,0,0,0,0,0,0,0
ENSG00000200161.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173210.19,66,36,25,24,66,30,72,48,56,67,25,0,0,0,0,15,3,3
ENSG00000248647.2,0,0,0,0,13,2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000253406.1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000157510.14,377,438,328,382,554,446,84,54,80,96,66,0,0,0,0,0,1,0
ENSG00000285736.1,0,0,0,7,0,4,0,2,0,8,7,0,0,0,32,4,0,0
ENSG00000164284.15,312,162,175,170,223,200,328,421,351,397,291,15,134,152,268,335,41,0
ENSG00000253618.1,0,0,0,0,9,2,1,0,3,0,0,0,1,0,0,2,0,0
ENSG00000145882.11,35,61,45,52,53,82,225,218,204,284,194,0,31,61,0,115,16,8
ENSG00000127743.6,4,0,0,5,6,1,15,13,14,5,4,0,0,0,0,4,0,0
ENSG00000253865.1,0,6,0,2,0,1,2,0,0,11,0,0,0,0,0,0,0,0
ENSG00000249669.10,5,3,0,0,16,10,16,41,7,25,8,0,0,0,0,2,1,4
ENSG00000275871.1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000284182.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276365.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000113712.18,1050,1284,1505,1241,1409,1432,2795,2779,2824,2992,2494,229,1198,2693,1968,3198,359,152
ENSG00000230551.4,1134,1345,1296,1158,1410,1281,2335,2488,2092,2401,1809,98,1103,3451,2251,4068,380,79
ENSG00000241112.1,8,10,28,34,14,14,27,30,26,40,25,0,18,102,58,129,13,0
ENSG00000183111.12,269,282,247,328,418,455,630,785,700,714,521,1,402,1000,493,954,92,0
ENSG00000222213.1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287323.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221043.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242928.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155846.17,138,167,230,188,186,209,175,152,141,157,89,0,82,170,407,271,38,1
ENSG00000199047.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132915.11,106,160,178,205,139,210,4,7,7,3,0,9,41,33,67,62,3,0
ENSG00000251583.1,4,6,12,6,14,11,1,3,4,9,3,38,11,0,1,2,9,16
ENSG00000200334.1,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155850.8,2088,4108,3590,4283,5481,4649,20,63,51,38,18,14,245,245,150,256,22,15
ENSG00000164296.7,37,75,38,67,92,83,51,57,65,75,93,0,55,97,47,78,14,0
ENSG00000113716.13,392,500,653,564,657,667,679,997,999,1261,909,27,297,583,462,687,84,12
ENSG00000248696.1,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0
ENSG00000241907.1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
ENSG00000182578.13,15,10,15,9,18,28,60,46,27,107,32,1,11,0,30,19,8,0
ENSG00000214485.6,6061,9711,9957,8971,11325,10353,11093,14833,11589,15447,13201,347,3656,11370,8811,18507,1214,113
ENSG00000199409.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113721.14,5,5,0,0,0,4,1,11,10,1,7,0,5,0,0,4,0,1
ENSG00000113722.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083.9,3,0,0,6,15,9,10,7,7,3,3,0,0,8,0,1,4,0
ENSG00000070808.16,3,4,24,0,6,3,0,1,4,7,7,0,4,0,0,4,10,0
ENSG00000183876.9,34,12,8,17,7,11,11,14,9,4,1,0,33,0,0,16,0,0
ENSG00000070814.21,1255,1429,1522,1528,2041,1749,1850,1814,1464,2163,1627,1,635,1957,1400,2435,314,9
ENSG00000019582.15,606,138,81,159,221,243,989,887,624,823,849,0,81,42,148,222,46,11
ENSG00000286331.1,0,0,0,11,0,0,11,6,15,8,13,0,0,0,0,2,0,0
ENSG00000164587.13,6831,12165,13571,10648,9943,11721,12543,16902,20854,28578,18028,951,3243,9188,7019,19696,1887,884
ENSG00000254333.1,0,0,24,0,0,4,5,1,6,3,5,0,1,20,60,70,5,0
ENSG00000070614.15,2148,1823,2035,2980,3432,3203,1313,1803,1984,1906,1418,20,797,1239,1271,1214,119,30
ENSG00000171992.13,116,51,218,114,140,162,224,407,221,375,171,0,175,304,20,367,65,0
ENSG00000253852.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000286657.1,0,3,0,7,0,2,0,0,3,3,3,0,7,0,0,11,0,0
ENSG00000164591.13,7,2,10,16,19,9,4,0,6,3,4,0,2,10,51,6,0,0
ENSG00000250309.2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000086589.12,354,491,520,512,599,599,883,936,788,857,783,0,281,750,555,719,69,8
ENSG00000132912.12,152,233,169,196,194,231,659,483,669,599,555,0,184,595,364,363,31,0
ENSG00000256235.2,46,88,45,77,207,88,182,229,157,176,118,0,32,18,0,14,0,0
ENSG00000237693.4,16,5,6,1,0,1,9,0,0,0,1,0,0,0,0,0,0,0
ENSG00000145908.12,113,113,82,133,54,166,54,74,120,108,35,0,0,0,0,2,0,0
ENSG00000197083.11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ENSG00000274235.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211445.12,1097,1238,744,1178,1295,1120,428,768,573,902,795,61,442,943,499,845,104,10
ENSG00000145901.15,2479,1635,2071,1740,2221,2323,2000,2039,2366,3090,2680,72,673,915,1282,1206,141,37
ENSG00000197043.14,1392,1719,1588,1510,1955,2399,1360,1099,1621,1043,808,44,617,1508,1064,2048,159,55
ENSG00000254298.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285420.1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0
ENSG00000198624.13,94,48,56,64,143,101,39,48,37,34,57,0,25,134,75,209,26,0
ENSG00000196743.9,910,629,554,726,889,724,1120,888,1082,1049,1336,0,402,2465,1625,2236,151,7
ENSG00000186334.9,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000186335.9,0,2,0,0,9,1,0,0,0,0,0,0,5,136,55,39,1,0
ENSG00000270904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253897.2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
ENSG00000253472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123643.13,120,76,140,126,154,187,73,112,143,155,83,0,155,627,113,586,39,0
ENSG00000200227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000086570.12,382,392,470,519,681,562,22,20,18,29,16,8,0,56,25,46,3,0
ENSG00000271795.1,18,32,45,27,17,45,11,7,1,1,5,0,9,67,33,67,5,0
ENSG00000276622.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260581.1,18,22,21,9,73,37,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113140.11,1132,460,701,582,554,561,438,386,303,354,279,1344,861,380,2092,204,622,1027
ENSG00000249035.7,10,10,33,0,9,18,2,3,3,3,0,0,11,18,0,33,0,0
ENSG00000222102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272112.1,7,4,15,0,0,12,0,2,2,3,0,0,0,0,0,14,0,0
ENSG00000177556.12,1025,1491,1179,1349,1512,1119,1316,1442,1343,1392,1283,33,246,457,401,1054,37,8
ENSG00000253921.1,2,0,0,7,0,5,0,3,7,10,5,0,0,0,0,0,0,0
ENSG00000213433.5,1,5,3,2,0,1,2,16,27,24,13,0,9,26,0,8,2,0
ENSG00000275765.5,18,11,21,8,24,39,23,21,45,45,41,0,5,0,0,3,0,0
ENSG00000145907.15,979,1273,1188,1221,1617,1429,1597,1707,1863,1888,1558,23,600,1839,1267,1838,152,21
ENSG00000145888.10,4,2,0,0,0,0,0,1,2,8,0,15,27,32,1,3,24,4
ENSG00000270978.1,4,0,0,0,6,0,6,0,1,6,0,22,25,32,45,0,22,4
ENSG00000222308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254226.6,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0
ENSG00000286749.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132911.4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ENSG00000242080.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000249484.9,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0
ENSG00000155511.18,0,0,9,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242976.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251183.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261382.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000055147.19,113,116,140,168,126,141,182,193,164,201,143,0,89,89,0,172,10,5
ENSG00000037749.12,17,30,17,30,68,33,136,94,116,116,81,2,18,10,0,26,3,0
ENSG00000164574.16,49,54,34,31,100,55,2092,2739,2356,2926,2122,0,447,732,346,912,81,7
ENSG00000245275.8,26,33,22,21,57,17,285,456,302,356,320,0,32,167,114,243,19,0
ENSG00000253119.1,0,0,0,0,0,0,4,6,1,9,4,0,0,0,0,0,0,0
ENSG00000287695.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000221430.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241963.3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,0,0
ENSG00000164576.12,130,173,189,138,210,191,400,461,422,491,437,0,193,299,348,488,43,5
ENSG00000113196.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254293.1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253886.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
ENSG00000253146.1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221552.1,2,0,0,0,0,0,8,2,2,0,0,0,0,0,0,4,0,0
ENSG00000274472.1,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,5,0,0
ENSG00000155506.17,2087,2436,2907,2478,3373,2848,6591,7122,5885,7308,5797,141,1145,3353,1709,4579,437,139
ENSG00000272197.2,0,0,0,0,0,0,11,0,6,6,1,0,2,0,0,8,0,0
ENSG00000241187.1,0,0,10,0,0,0,1,7,6,5,28,0,0,11,0,13,0,0
ENSG00000170271.11,51,83,51,39,52,56,123,285,178,213,188,0,24,16,106,76,0,1
ENSG00000277039.1,3,0,0,6,0,3,3,2,3,13,3,0,0,19,0,9,0,0
ENSG00000263361.1,0,0,0,0,0,3,0,8,1,4,0,0,0,0,0,0,0,0
ENSG00000155508.13,301,344,345,298,495,394,663,802,711,724,748,30,206,729,422,600,32,8
ENSG00000082516.9,146,139,213,193,244,208,310,263,437,416,338,13,37,114,95,79,19,0
ENSG00000082515.18,332,365,305,395,423,339,626,642,624,712,536,27,145,608,236,760,65,0
ENSG00000253261.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226650.6,0,9,7,5,10,1,4,26,48,43,37,0,0,0,27,28,1,0
ENSG00000287963.1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
ENSG00000253646.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271477.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270442.1,2,3,1,0,0,4,9,0,2,3,0,12,6,0,1,2,4,19
ENSG00000200275.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170624.13,0,1,10,11,27,6,0,0,2,1,3,0,4,26,0,42,4,1
ENSG00000286690.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253370.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254163.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199468.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231989.5,57,49,10,68,112,58,75,84,96,70,49,0,21,38,47,37,16,1
ENSG00000145850.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113249.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135077.9,0,0,5,2,0,1,0,2,0,2,3,0,0,0,0,3,0,0
ENSG00000254246.1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155868.8,51,69,75,103,69,97,45,129,93,183,98,13,12,75,1,94,0,0
ENSG00000113263.12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170613.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253653.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000055163.20,208,89,88,123,113,97,70,124,55,96,51,5,192,1015,462,991,80,10
ENSG00000285868.1,8,2,0,0,0,1,0,4,1,7,3,0,12,14,7,34,6,0
ENSG00000172568.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000251405.3,7,0,0,0,0,2,0,0,0,9,0,0,0,51,0,54,2,0
ENSG00000248544.2,0,0,0,0,0,0,6,7,0,4,1,0,0,25,63,51,5,0
ENSG00000135074.15,152,79,83,136,130,139,12,2,4,12,8,0,0,0,0,14,7,0
ENSG00000253155.1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0
ENSG00000172548.14,46,55,33,54,56,36,0,0,0,4,0,0,0,0,0,1,0,0
ENSG00000253519.1,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000252068.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000039600.11,3,11,8,14,13,14,9,0,0,0,0,0,0,0,0,0,0,1
ENSG00000187658.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253798.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113272.14,107,114,170,160,138,175,156,128,172,174,130,0,27,176,13,202,14,0
ENSG00000155858.6,29,49,49,46,58,32,59,106,122,77,66,0,5,23,161,85,9,3
ENSG00000253630.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000113282.13,525,517,568,676,837,668,815,912,878,766,689,29,198,631,388,642,91,23
ENSG00000206819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244331.1,0,13,12,3,1,4,1,14,3,3,5,0,2,41,0,16,0,0
ENSG00000222626.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253743.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213414.3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
ENSG00000253422.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253792.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253673.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254047.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276778.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000254350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272085.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254135.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164330.17,29,16,22,10,28,14,5,8,4,11,5,51,26,24,76,20,80,86
ENSG00000253811.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245812.3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279204.1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145860.11,807,1215,1387,1382,1583,1502,309,458,351,615,481,45,456,1200,897,1500,238,27
ENSG00000253256.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253315.1,0,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
ENSG00000252458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164332.8,295,307,270,295,473,387,182,270,140,199,189,0,140,280,323,390,37,0
ENSG00000249738.10,7,4,2,0,30,8,0,3,1,0,0,0,14,0,0,4,0,0
ENSG00000113302.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253298.2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,47,1,6,0
ENSG00000283413.1,0,0,5,0,14,0,0,0,0,2,0,0,0,36,0,35,2,0
ENSG00000253311.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
